1,11,556.00,146.00,14.53,43.06,1,-1,-1,-1
1,10,280.00,201.00,127.19,91.89,1,-1,-1,-1
1,9,386.00,155.00,105.66,204.82,1,-1,-1,-1
1,8,0.00,96.00,266.94,269.67,1,-1,-1,-1
1,7,569.00,144.00,14.20,44.46,1,-1,-1,-1
1,6,484.00,146.00,18.32,55.36,1,-1,-1,-1
1,5,439.00,196.00,47.49,64.35,1,-1,-1,-1
1,4,340.00,182.00,133.05,82.67,1,-1,-1,-1
1,3,248.00,218.00,75.25,84.73,1,-1,-1,-1
1,2,475.00,146.00,70.22,187.42,1,-1,-1,-1
1,1,535.00,144.00,16.09,44.90,1,-1,-1,-1
2,10,279.60,197.30,130.33,95.43,1,-1,-1,-1
2,9,395.16,155.71,101.40,203.64,1,-1,-1,-1
2,8,0.08,95.92,267.66,270.04,1,-1,-1,-1
2,7,569.83,144.56,13.22,43.63,1,-1,-1,-1
2,6,485.72,143.30,20.03,50.59,1,-1,-1,-1
2,3,249.17,220.81,72.51,80.79,1,-1,-1,-1
2,2,485.54,152.26,65.16,179.23,1,-1,-1,-1
2,1,537.16,143.59,17.26,46.24,1,-1,-1,-1
3,14,276.00,191.00,122.02,99.57,1,-1,-1,-1
3,13,383.00,211.00,70.93,70.20,1,-1,-1,-1
3,12,511.00,143.00,17.14,38.08,1,-1,-1,-1
3,11,557.15,145.59,15.99,45.28,1,-1,-1,-1
3,10,280.57,200.14,127.33,92.93,1,-1,-1,-1
3,9,415.23,158.98,85.81,189.86,1,-1,-1,-1
3,8,5.48,85.25,235.03,208.50,1,-1,-1,-1
3,6,488.25,145.47,16.73,37.75,1,-1,-1,-1
3,3,250.61,221.15,74.57,82.21,1,-1,-1,-1
3,2,506.49,146.83,63.85,183.15,1,-1,-1,-1
4,10,291.51,203.97,117.28,88.02,1,-1,-1,-1
4,9,442.52,165.14,70.61,178.43,1,-1,-1,-1
4,3,249.85,219.45,75.71,83.02,1,-1,-1,-1
4,2,518.73,147.71,66.50,190.06,1,-1,-1,-1
5,9,460.21,164.33,68.30,184.59,1,-1,-1,-1
5,3,249.48,220.89,75.11,81.55,1,-1,-1,-1
5,2,525.50,141.86,75.74,199.49,1,-1,-1,-1
6,14,281.56,198.02,124.14,96.54,1,-1,-1,-1
6,13,360.23,194.19,111.08,85.24,1,-1,-1,-1
6,9,467.00,157.97,75.57,197.40,1,-1,-1,-1
6,3,248.84,220.88,75.90,81.72,1,-1,-1,-1
6,2,530.07,142.07,83.05,206.87,1,-1,-1,-1
7,14,278.07,197.98,126.85,96.86,1,-1,-1,-1
7,13,369.15,194.56,107.86,82.67,1,-1,-1,-1
7,9,468.98,156.40,83.06,206.19,1,-1,-1,-1
7,3,249.56,221.71,75.43,81.43,1,-1,-1,-1
7,2,535.52,144.72,83.54,208.63,1,-1,-1,-1
8,14,278.73,198.46,127.46,95.92,1,-1,-1,-1
8,13,369.84,185.88,108.79,81.46,1,-1,-1,-1
8,9,482.07,157.44,79.97,205.15,1,-1,-1,-1
8,3,247.34,219.70,76.52,82.97,1,-1,-1,-1
8,2,553.69,145.80,72.88,202.40,1,-1,-1,-1
9,14,281.45,198.81,125.42,94.47,1,-1,-1,-1
9,13,363.51,184.19,111.70,81.70,1,-1,-1,-1
9,9,504.43,159.56,71.88,200.76,1,-1,-1,-1
9,3,246.05,219.86,75.96,82.78,1,-1,-1,-1
9,2,571.44,148.04,65.56,199.27,1,-1,-1,-1
10,22,496.50,147.76,23.43,56.98,1,-1,-1,-1
10,14,284.13,199.15,122.88,93.30,1,-1,-1,-1
10,9,522.32,158.20,70.04,201.93,1,-1,-1,-1
10,3,252.89,221.48,70.28,79.75,1,-1,-1,-1
10,2,583.61,146.68,68.60,205.16,1,-1,-1,-1
11,26,302.34,197.92,152.81,88.16,1,-1,-1,-1
11,25,387.48,195.46,90.54,76.68,1,-1,-1,-1
11,22,497.25,145.76,23.77,59.65,1,-1,-1,-1
11,15,0.36,96.85,266.65,268.61,1,-1,-1,-1
11,14,286.06,200.88,120.51,91.32,1,-1,-1,-1
11,9,541.31,154.54,79.41,209.79,1,-1,-1,-1
11,3,260.64,225.13,64.01,75.77,1,-1,-1,-1
11,2,600.49,145.02,75.45,210.20,1,-1,-1,-1
12,31,523.69,144.80,18.76,47.55,1,-1,-1,-1
12,28,516.52,144.09,19.46,47.90,1,-1,-1,-1
12,26,303.77,198.99,153.53,86.90,1,-1,-1,-1
12,25,386.91,194.08,93.13,77.58,1,-1,-1,-1
12,22,499.37,143.95,22.31,57.33,1,-1,-1,-1
12,15,0.63,97.54,266.00,267.95,1,-1,-1,-1
12,14,288.37,202.98,117.39,89.36,1,-1,-1,-1
12,9,545.16,153.00,89.89,214.99,1,-1,-1,-1
12,3,265.81,226.56,60.01,74.19,1,-1,-1,-1
12,2,612.91,146.56,77.26,213.73,1,-1,-1,-1
13,33,476.75,146.20,18.01,42.45,1,-1,-1,-1
13,31,519.92,141.98,18.54,49.65,1,-1,-1,-1
13,28,513.72,142.49,18.39,48.30,1,-1,-1,-1
13,26,306.96,199.23,155.78,85.95,1,-1,-1,-1
13,25,389.38,193.70,93.12,77.16,1,-1,-1,-1
